State,State Abb,County,UID (county-state),Unemployment Rate,Population
California,CA,Los Angeles,Los Angeles-CA,6.65,9818605
Illinois,IL,Cook,Cook-IL,6.091666667,5194675
Texas,TX,Harris,Harris-TX,4.625,4092459
Arizona,AZ,Maricopa,Maricopa-AZ,5.166666667,3817117
California,CA,San Diego,San Diego-CA,5.2,3095313
California,CA,Orange,Orange-CA,4.483333333,3010232
New York,NY,Kings,Kings-NY,5.866666667,2504700
Texas,TX,Dallas,Dallas-TX,4.275,2368139
New York,NY,Queens,Queens-NY,4.983333333,2230722
California,CA,Riverside,Riverside-CA,6.716666667,2189641
California,CA,San Bernardino,San Bernardino-CA,6.45,2035210
Nevada,NV,Clark,Clark-NV,6.8,1951269
Washington,WA,King,King-WA,4.441666667,1931249
Michigan,MI,Wayne,Wayne-MI,1.358333333,1820584
Texas,TX,Tarrant,Tarrant-TX,4.141666667,1809034
California,CA,Santa Clara,Santa Clara-CA,4.15,1781642
Texas,TX,Bexar,Bexar-TX,3.825,1714773
New York,NY,New York,New York-NY,4.808333333,1585873
Pennsylvania,PA,Philadelphia,Philadelphia-PA,6.866666667,1526006
California,CA,Alameda,Alameda-CA,4.741666667,1510271
Massachusetts,MA,Middlesex,Middlesex-MA,4.058333333,1503085
New York,NY,Suffolk,Suffolk-NY,4.808333333,1493350
California,CA,Sacramento,Sacramento-CA,6,1418788
New York,NY,Bronx,Bronx-NY,7.741666667,1385108
New York,NY,Nassau,Nassau-NY,4.316666667,1339532
Ohio,OH,Cuyahoga,Cuyahoga-OH,5,1280122
Pennsylvania,PA,Allegheny,Allegheny-PA,4.808333333,1223348
Michigan,MI,Oakland,Oakland-MI,0.933333333,1202362
Ohio,OH,Franklin,Franklin-OH,4.083333333,1163414
Minnesota,MN,Hennepin,Hennepin-MN,3.283333333,1152425
Virginia,VA,Fairfax,Fairfax-VA,3.566666667,1081726
California,CA,Contra Costa,Contra Costa-CA,5,1049025
Utah,UT,Salt Lake,Salt Lake-UT,3.333333333,1029655
Texas,TX,Travis,Travis-TX,3.266666667,1024266
Arizona,AZ,Pima,Pima-AZ,5.541666667,980263
Maryland,MD,Montgomery,Montgomery-MD,3.975,971777
Hawaii,HI,Honolulu,Honolulu-HI,3.391666667,953207
New York,NY,Westchester,Westchester-NY,4.608333333,949113
Wisconsin,WI,Milwaukee,Milwaukee-WI,5.85,947735
California,CA,Fresno,Fresno-CA,10.18333333,930450
Tennessee,TN,Shelby,Shelby-TN,6.633333333,927644
North Carolina,NC,Mecklenburg,Mecklenburg-NC,5.358333333,919628
New York,NY,Erie,Erie-NY,5.425,919040
Illinois,IL,Dupage,Dupage-IL,4.658333333,916924
Connecticut,CT,Fairfield,Fairfield-CT,5.266666667,916829
New Jersey,NJ,Bergen,Bergen-NJ,4.558333333,905116
Indiana,IN,Marion,Marion-IN,5,903393
North Carolina,NC,Wake,Wake-NC,4.641666667,900993
Connecticut,CT,Hartford,Hartford-CT,5.866666667,894014
Maryland,MD,Prince George's,Prince George's-MD,5.316666667,863420
Connecticut,CT,New Haven,New Haven-CT,6.133333333,862477
Michigan,MI,Macomb,Macomb-MI,1.116666667,840978
California,CA,Kern,Kern-CA,10.20833333,839631
California,CA,Ventura,Ventura-CA,5.675,823318
New Jersey,NJ,Middlesex,Middlesex-NJ,4.991666667,809858
California,CA,San Francisco,San Francisco-CA,3.633333333,805235
Maryland,MD,Baltimore,Baltimore-MD,5.45,805029
Ohio,OH,Hamilton,Hamilton-OH,4.5,802374
Texas,TX,El Paso,El Paso-TX,5.225,800647
Pennsylvania,PA,Montgomery,Montgomery-PA,4.025,799874
Massachusetts,MA,Worcester,Worcester-MA,5.3,798552
Washington,WA,Pierce,Pierce-WA,6.35,795225
New Jersey,NJ,Essex,Essex-NJ,6.725,783969
Texas,TX,Collin,Collin-TX,3.65,782341
Texas,TX,Hidalgo,Hidalgo-TX,7.933333333,774769
New York,NY,Monroe,Monroe-NY,5.15,744344
Massachusetts,MA,Essex,Essex-MA,5.166666667,743159
Kentucky,KY,Jefferson,Jefferson-KY,4.883333333,741096
Oregon,OR,Multnomah,Multnomah-OR,4.983333333,735334
Massachusetts,MA,Suffolk,Suffolk-MA,4.625,722023
Oklahoma,OK,Oklahoma,Oklahoma-OK,3.783333333,718633
California,CA,San Mateo,San Mateo-CA,3.391666667,718451
Washington,WA,Snohomish,Snohomish-WA,4.833333333,713335
Illinois,IL,Lake,Lake-IL,5.458333333,703462
California,CA,San Joaquin,San Joaquin-CA,8.891666667,685306
Illinois,IL,Will,Will-IL,6.033333333,677560
Missouri,MO,Jackson,Jackson-MO,5.85,674158
Massachusetts,MA,Norfolk,Norfolk-MA,4.35,670850
Texas,TX,Denton,Denton-TX,3.566666667,662614
New Mexico,NM,Bernalillo,Bernalillo-NM,5.925,662564
Alabama,AL,Jefferson,Jefferson-AL,5.791666667,658466
New Jersey,NJ,Hudson,Hudson-NJ,5.266666667,634266
New Jersey,NJ,Monmouth,Monmouth-NJ,4.975,630380
Tennessee,TN,Davidson,Davidson-TN,4.458333333,626681
Rhode Island,RI,Providence,Providence-RI,6.391666667,626667
Pennsylvania,PA,Bucks,Bucks-PA,4.525,625249
Colorado,CO,El Paso,El Paso-CO,4.616666667,622263
Maryland,MD,Baltimore City,Baltimore City-MD,7.708333333,620961
Oklahoma,OK,Tulsa,Tulsa-OK,4.008333333,603403
Michigan,MI,Kent,Kent-MI,0.65,602622
Colorado,CO,Denver,Denver-CO,3.708333333,600158
Texas,TX,Fort Bend,Fort Bend-TX,4.3,585375
New Jersey,NJ,Ocean,Ocean-NJ,6.025,576567
Colorado,CO,Arapahoe,Arapahoe-CO,3.725,572003
Pennsylvania,PA,Delaware,Delaware-PA,4.725,558979
Massachusetts,MA,Bristol,Bristol-MA,6.291666667,548285
Kansas,KS,Johnson,Johnson-KS,3.408333333,544179
Ohio,OH,Summit,Summit-OH,4.941666667,541781
Delaware,DE,New Castle,New Castle-DE,4.75,538479
Maryland,MD,Anne Arundel,Anne Arundel-MD,4.508333333,537656
New Jersey,NJ,Union,Union-NJ,5.85,536499
Ohio,OH,Montgomery,Montgomery-OH,5.008333333,535153
Colorado,CO,Jefferson,Jefferson-CO,3.516666667,534543
Oregon,OR,Washington,Washington-OR,4.766666667,529710
Pennsylvania,PA,Lancaster,Lancaster-PA,3.991666667,519445
Nebraska,NE,Douglas,Douglas-NE,3.283333333,517110
Utah,UT,Utah,Utah-UT,3.191666667,516564
Illinois,IL,Kane,Kane-IL,5.816666667,515269
California,CA,Stanislaus,Stanislaus-CA,9.508333333,514453
New Jersey,NJ,Camden,Camden-NJ,6.291666667,513657
Minnesota,MN,Ramsey,Ramsey-MN,3.516666667,508640
New Jersey,NJ,Passaic,Passaic-NJ,6.866666667,501226
Pennsylvania,PA,Chester,Chester-PA,3.691666667,498886
Kansas,KS,Sedgwick,Sedgwick-KS,4.808333333,498365
Indiana,IN,Lake,Lake-IN,6.783333333,496005
Massachusetts,MA,Plymouth,Plymouth-MA,5.233333333,494919
New Jersey,NJ,Morris,Morris-NJ,4.233333333,492276
North Carolina,NC,Guilford,Guilford-NC,5.883333333,488406
Wisconsin,WI,Dane,Dane-WI,3.191666667,488073
California,CA,Sonoma,Sonoma-CA,4.491666667,483878
Washington,WA,Spokane,Spokane-WA,6.4,471221
New York,NY,Richmond,Richmond-NY,5.75,468730
New York,NY,Onondaga,Onondaga-NY,4.966666667,467026
Massachusetts,MA,Hampden,Hampden-MA,6.766666667,463490
Texas,TX,Montgomery,Montgomery-TX,4.275,455746
South Carolina,SC,Greenville,Greenville-SC,4.966666667,451225
New Jersey,NJ,Burlington,Burlington-NJ,5.191666667,448734
California,CA,Tulare,Tulare-CA,11.68333333,442179
Ohio,OH,Lucas,Lucas-OH,5.316666667,441815
Colorado,CO,Adams,Adams-CO,4.325,441603
Pennsylvania,PA,York,York-PA,4.591666667,434972
Tennessee,TN,Knox,Knox-TN,4.775,432226
Iowa,IA,Polk,Polk-IA,3.583333333,430640
Michigan,MI,Genesee,Genesee-MI,1.033333333,425790
Washington,WA,Clark,Clark-WA,6.341666667,425363
California,CA,Santa Barbara,Santa Barbara-CA,5.258333333,423895
Texas,TX,Williamson,Williamson-TX,3.458333333,422679
Nevada,NV,Washoe,Washoe-NV,6.258333333,421407
California,CA,Monterey,Monterey-CA,8.158333333,415057
California,CA,Solano,Solano-CA,6.125,413344
Alabama,AL,Mobile,Mobile-AL,7,412992
Pennsylvania,PA,Berks,Berks-PA,4.758333333,411442
Texas,TX,Cameron,Cameron-TX,7.108333333,406220
Virginia,VA,Prince William,Prince William-VA,4.108333333,402002
New Hampshire,NH,Hillsborough,Hillsborough-NH,3.608333333,400721
Minnesota,MN,Dakota,Dakota-MN,3.283333333,398552
Idaho,ID,Ada,Ada-ID,3.591666667,392365
Wisconsin,WI,Waukesha,Waukesha-WI,3.833333333,389891
South Carolina,SC,Richland,Richland-SC,5.658333333,384504
Arkansas,AR,Pulaski,Pulaski-AR,4.733333333,382748
Oregon,OR,Clackamas,Clackamas-OR,5.216666667,375992
Arizona,AZ,Pinal,Pinal-AZ,6.316666667,375770
Ohio,OH,Stark,Stark-OH,5.275,375586
New York,NY,Orange,Orange-NY,4.716666667,372813
Ohio,OH,Butler,Butler-OH,4.558333333,368130
New Jersey,NJ,Mercer,Mercer-NJ,4.825,366513
Pennsylvania,PA,Westmoreland,Westmoreland-PA,5.216666667,365169
Indiana,IN,Allen,Allen-IN,4.55,355329
Oregon,OR,Lane,Lane-OR,5.958333333,351715
North Carolina,NC,Forsyth,Forsyth-NC,5.5,350670
South Carolina,SC,Charleston,Charleston-SC,4.833333333,350209
Pennsylvania,PA,Lehigh,Lehigh-PA,5.2,349497
California,CA,Placer,Placer-CA,5.041666667,348432
Michigan,MI,Washtenaw,Washtenaw-MI,0.675,344791
Texas,TX,Nueces,Nueces-TX,4.933333333,340223
Tennessee,TN,Hamilton,Hamilton-TN,5.458333333,336463
Alabama,AL,Madison,Madison-AL,5.475,334811
Minnesota,MN,Anoka,Anoka-MN,3.608333333,330844
New Jersey,NJ,Somerset,Somerset-NJ,4.425,323444
Pennsylvania,PA,Luzerne,Luzerne-PA,6.291666667,320918
North Carolina,NC,Cumberland,Cumberland-NC,7.366666667,319431
Virginia,VA,Chesterfield,Chesterfield-VA,4.291666667,316236
Oregon,OR,Marion,Marion-OR,6.1,315335
Texas,TX,Brazoria,Brazoria-TX,4.541666667,313166
Virginia,VA,Loudoun,Loudoun-VA,3.575,312311
New York,NY,Rockland,Rockland-NY,4.591666667,311687
Texas,TX,Bell,Bell-TX,4.683333333,310235
Illinois,IL,McHenry,McHenry-IL,5.3,308760
Virginia,VA,Henrico,Henrico-VA,4.275,306935
Utah,UT,Davis,Davis-UT,3.325,306479
New York,NY,Albany,Albany-NY,4.408333333,304204
Ohio,OH,Lorain,Lorain-OH,5.375,301356
Colorado,CO,Larimer,Larimer-CO,3.291666667,299630
Pennsylvania,PA,Northampton,Northampton-PA,5.116666667,297735
New York,NY,Dutchess,Dutchess-NY,4.583333333,297488
Kentucky,KY,Fayette,Fayette-KY,3.916666667,295803
Illinois,IL,Winnebago,Winnebago-IL,7.091666667,295266
New Hampshire,NH,Rockingham,Rockingham-NH,3.641666667,295223
Colorado,CO,Boulder,Boulder-CO,3.175,294567
Texas,TX,Galveston,Galveston-TX,4.991666667,291309
New Jersey,NJ,Gloucester,Gloucester-NJ,5.925,288288
Maryland,MD,Howard,Howard-MD,3.916666667,287085
Colorado,CO,Douglas,Douglas-CO,3.1,285465
Nebraska,NE,Lancaster,Lancaster-NE,2.608333333,285407
South Carolina,SC,Spartanburg,Spartanburg-SC,5.725,284307
Maine,ME,Cumberland,Cumberland-ME,3.391666667,281674
Michigan,MI,Ingham,Ingham-MI,0.825,280895
Pennsylvania,PA,Erie,Erie-PA,5.333333333,280566
Texas,TX,Lubbock,Lubbock-TX,3.416666667,278831
Missouri,MO,Greene,Greene-MO,4.116666667,275174
Indiana,IN,Hamilton,Hamilton-IN,3.35,274569
New Jersey,NJ,Atlantic,Atlantic-NJ,9.366666667,274549
Connecticut,CT,New London,New London-CT,5.816666667,274055
California,CA,San Luis Obispo,San Luis Obispo-CA,4.625,269637
South Carolina,SC,Horry,Horry-SC,7.066666667,269291
Illinois,IL,Madison,Madison-IL,6.066666667,269282
Pennsylvania,PA,Dauphin,Dauphin-PA,4.5,268100
North Carolina,NC,Durham,Durham-NC,5.008333333,267587
Michigan,MI,Ottawa,Ottawa-MI,0.625,263801
Tennessee,TN,Rutherford,Rutherford-TN,4.583333333,262604
South Carolina,SC,Lexington,Lexington-SC,4.841666667,262391
California,CA,Santa Cruz,Santa Cruz-CA,7.508333333,262382
California,CA,Merced,Merced-CA,11.35833333,255793
Oklahoma,OK,Cleveland,Cleveland-OK,3.391666667,255755
Colorado,CO,Weld,Weld-CO,3.825,252825
California,CA,Marin,Marin-CA,3.541666667,252409
Texas,TX,Jefferson,Jefferson-TX,6.983333333,252273
Washington,WA,Thurston,Thurston-WA,5.908333333,252264
Washington,WA,Kitsap,Kitsap-WA,5.491666667,251133
Michigan,MI,Kalamazoo,Kalamazoo-MI,0.758333333,250331
Texas,TX,Webb,Webb-TX,4.741666667,250304
Wisconsin,WI,Brown,Brown-WI,4.1,248007
Mississippi,MS,Hinds,Hinds-MS,6.066666667,245285
Maryland,MD,Harford,Harford-MD,5.033333333,244826
Washington,WA,Yakima,Yakima-WA,8.033333333,243231
Ohio,OH,Mahoning,Mahoning-OH,6.108333333,238823
North Carolina,NC,Buncombe,Buncombe-NC,4.358333333,238318
Minnesota,MN,Washington,Washington-MN,3.166666667,238136
Pennsylvania,PA,Cumberland,Cumberland-PA,3.875,235406
Texas,TX,McLennan,McLennan-TX,4.1,234906
New York,NY,Oneida,Oneida-NY,5.375,234878
Maryland,MD,Frederick,Frederick-MD,4.525,233385
Utah,UT,Weber,Weber-UT,4.008333333,231236
Ohio,OH,Lake,Lake-OH,4.35,230041
Alabama,AL,Montgomery,Montgomery-AL,6.158333333,229363
South Carolina,SC,York,York-SC,5.475,226073
Missouri,MO,Clay,Clay-MO,4.516666667,221939
Arkansas,AR,Benton,Benton-AR,3.875,221339
California,CA,Butte,Butte-CA,7.2,220000
New York,NY,Saratoga,Saratoga-NY,4.225,219607
Missouri,MO,Jefferson,Jefferson-MO,4.866666667,218733
New York,NY,Niagara,Niagara-NY,6.241666667,216469
Massachusetts,MA,Barnstable,Barnstable-MA,6.366666667,215888
Pennsylvania,PA,Lackawanna,Lackawanna-PA,5.675,214437
Ohio,OH,Warren,Warren-OH,4.15,212693
Iowa,IA,Linn,Linn-IA,3.708333333,211226
Arizona,AZ,Yavapai,Yavapai-AZ,5.575,211033
Ohio,OH,Trumbull,Trumbull-OH,6.45,210312
Texas,TX,Smith,Smith-TX,4.525,209714
New Mexico,NM,Dona Ana,Dona Ana-NM,7.366666667,209233
Pennsylvania,PA,Washington,Washington-PA,5.391666667,207820
Virginia,VA,Arlington,Arlington-VA,2.816666667,207627
North Carolina,NC,Gaston,Gaston-NC,5.983333333,206086
Virginia,VA,Richmond City,Richmond City-VA,5.2,204214
Oregon,OR,Jackson,Jackson-OR,6.916666667,203206
Arkansas,AR,Washington,Washington-AR,3.625,203065
North Carolina,NC,New Hanover,New Hanover-NC,5.341666667,202667
North Carolina,NC,Union,Union-NC,4.816666667,201292
Washington,WA,Whatcom,Whatcom-WA,5.941666667,201140
Illinois,IL,Champaign,Champaign-IL,5.225,201081
California,CA,Yolo,Yolo-CA,6.425,200849
New York,NY,Broome,Broome-NY,6.066666667,200600
Arizona,AZ,Mohave,Mohave-AZ,8.025,200186
Michigan,MI,Saginaw,Saginaw-MI,0.95,200169
Indiana,IN,Elkhart,Elkhart-IN,3.841666667,197559
Illinois,IL,Sangamon,Sangamon-IL,5.275,197465
Ohio,OH,Clermont,Clermont-OH,4.483333333,197363
Delaware,DE,Sussex,Sussex-DE,4.983333333,197145
Maine,ME,York,York-ME,3.933333333,197131
Arizona,AZ,Yuma,Yuma-AZ,21.725,195751
Wisconsin,WI,Racine,Racine-WI,5.666666667,195408
Alabama,AL,Shelby,Shelby-AL,4.225,195085
Texas,TX,Brazos,Brazos-TX,3.391666667,194851
Alabama,AL,Tuscaloosa,Tuscaloosa-AL,5.433333333,194656
West Virginia,WV,Kanawha,Kanawha-WV,5.966666667,193063
Connecticut,CT,Litchfield,Litchfield-CT,5.033333333,189927
Idaho,ID,Canyon,Canyon-ID,4.933333333,188923
South Carolina,SC,Anderson,Anderson-SC,5.383333333,187126
Mississippi,MS,Harrison,Harrison-MS,6.05,187105
Illinois,IL,Peoria,Peoria-IL,6.916666667,186494
Hawaii,HI,Hawaii,Hawaii-HI,4.466666667,185079
Pennsylvania,PA,Butler,Butler-PA,4.575,183862
Tennessee,TN,Williamson,Williamson-TN,4.066666667,183182
New York,NY,Ulster,Ulster-NY,4.916666667,182493
Alabama,AL,Baldwin,Baldwin-AL,5.491666667,182265
California,CA,El Dorado,El Dorado-CA,5.666666667,181058
Michigan,MI,Livingston,Livingston-MI,0.875,180967
Indiana,IN,Vanderburgh,Vanderburgh-IN,4.25,179703
North Carolina,NC,Cabarrus,Cabarrus-NC,5.175,178011
Kansas,KS,Shawnee,Shawnee-KS,4.3,177934
South Carolina,SC,Berkeley,Berkeley-SC,5.483333333,177843
North Carolina,NC,Onslow,Onslow-NC,6.05,177772
California,CA,Shasta,Shasta-CA,7.808333333,177223
Wisconsin,WI,Outagamie,Outagamie-WI,4.016666667,176695
Washington,WA,Benton,Benton-WA,6.583333333,175177
California,CA,Imperial,Imperial-CA,24.01666667,174528
Ohio,OH,Delaware,Delaware-OH,3.483333333,174214
Indiana,IN,Tippecanoe,Tippecanoe-IN,4.183333333,172780
Ohio,OH,Medina,Medina-OH,3.975,172332
Tennessee,TN,Montgomery,Montgomery-TN,5.95,172331
Michigan,MI,Muskegon,Muskegon-MI,0.983333333,172188
Pennsylvania,PA,Beaver,Beaver-PA,5.866666667,170539
Pennsylvania,PA,Monroe,Monroe-PA,6.241666667,169842
Illinois,IL,McLean,McLean-IL,4.866666667,169572
South Dakota,SD,Minnehaha,Minnehaha-SD,2.75,169468
North Carolina,NC,Johnston,Johnston-NC,5.15,168878
North Carolina,NC,Pitt,Pitt-NC,6.091666667,168148
Maryland,MD,Carroll,Carroll-MD,4.3,167134
Wisconsin,WI,Winnebago,Winnebago-WI,4.3,166994
Ohio,OH,Licking,Licking-OH,4.383333333,166492
Wisconsin,WI,Kenosha,Kenosha-WI,5.15,166426
Rhode Island,RI,Kent,Kent-RI,5.508333333,166158
Connecticut,CT,Middlesex,Middlesex-CT,4.791666667,165676
Iowa,IA,Scott,Scott-IA,4.608333333,165224
Indiana,IN,Porter,Porter-IN,5.4,164343
North Carolina,NC,Davidson,Davidson-NC,5.541666667,162878
Missouri,MO,Boone,Boone-MO,3.491666667,162642
Delaware,DE,Kent,Kent-DE,5.4,162310
South Carolina,SC,Beaufort,Beaufort-SC,5.441666667,162233
Ohio,OH,Greene,Greene-OH,4.375,161573
Ohio,OH,Portage,Portage-OH,4.858333333,161419
Mississippi,MS,Desoto,Desoto-MS,4.891666667,161252
Tennessee,TN,Sumner,Sumner-TN,4.691666667,160645
Wisconsin,WI,Rock,Rock-WI,5.225,160331
Michigan,MI,Jackson,Jackson-MI,0.908333333,160248
South Carolina,SC,Aiken,Aiken-SC,5.916666667,160099
Kentucky,KY,Kenton,Kenton-KY,4.541666667,159720
North Carolina,NC,Iredell,Iredell-NC,5.466666667,159437
New York,NY,Rensselaer,Rensselaer-NY,4.725,159429
Colorado,CO,Pueblo,Pueblo-CO,5.65,159063
Nebraska,NE,Sarpy,Sarpy-NE,2.783333333,158840
Massachusetts,MA,Hampshire,Hampshire-MA,4.416666667,158080
Oregon,OR,Deschutes,Deschutes-OR,5.966666667,157733
Kansas,KS,Wyandotte,Wyandotte-KS,6.091666667,157505
Texas,TX,Hays,Hays-TX,3.458333333,157107
New Jersey,NJ,Cumberland,Cumberland-NJ,8.641666667,156898
Tennessee,TN,Sullivan,Sullivan-TN,5.95,156823
Michigan,MI,Berrien,Berrien-MI,0.858333333,156813
Vermont,VT,Chittenden,Chittenden-VT,2.708333333,156545
Hawaii,HI,Maui,Maui-HI,3.766666667,154834
New York,NY,Schenectady,Schenectady-NY,4.758333333,154727
North Carolina,NC,Catawba,Catawba-NC,5.558333333,154358
Pennsylvania,PA,Centre,Centre-PA,3.825,153990
Maine,ME,Penobscot,Penobscot-ME,4.766666667,153923
California,CA,Kings,Kings-CA,10.5,152982
Connecticut,CT,Tolland,Tolland-CT,4.8,152691
Michigan,MI,Monroe,Monroe-MI,0.783333333,152021
North Carolina,NC,Alamance,Alamance-NC,5.333333333,151131
Texas,TX,Johnson,Johnson-TX,4.375,150934
California,CA,Madera,Madera-CA,10.46666667,150865
Minnesota,MN,Stearns,Stearns-MN,3.6,150642
North Dakota,ND,Cass,Cass-ND,2.216666667,149778
Pennsylvania,PA,Franklin,Franklin-PA,4.775,149618
Texas,TX,Ellis,Ellis-TX,3.95,149610
New Jersey,NJ,Sussex,Sussex-NJ,5.258333333,149265
Pennsylvania,PA,Schuylkill,Schuylkill-PA,6.1,148289
Montana,MT,Yellowstone,Yellowstone-MT,3.258333333,147972
Illinois,IL,Rock Island,Rock Island-IL,6.475,147546
Maryland,MD,Washington,Washington-MD,5.791666667,147430
Colorado,CO,Mesa,Mesa-CO,5.558333333,146723
Maryland,MD,Charles,Charles-MD,5.075,146551
New Hampshire,NH,Merrimack,Merrimack-NH,3.116666667,146445
Ohio,OH,Fairfield,Fairfield-OH,4.316666667,146156
Indiana,IN,Hendricks,Hendricks-IN,3.8,145448
Minnesota,MN,Olmsted,Olmsted-MN,2.966666667,144248
New Mexico,NM,Santa Fe,Santa Fe-NM,5.433333333,144170
Pennsylvania,PA,Cambria,Cambria-PA,6.383333333,143679
North Carolina,NC,Randolph,Randolph-NC,5.658333333,141752
Mississippi,MS,Rankin,Rankin-MS,4.191666667,141617
Alabama,AL,Lee,Lee-AL,5.108333333,140247
Mississippi,MS,Jackson,Jackson-MS,7.166666667,139668
Indiana,IN,Johnson,Johnson-IN,4.033333333,139654
Idaho,ID,Kootenai,Kootenai-ID,4.966666667,138494
North Carolina,NC,Rowan,Rowan-NC,6.025,138428
Ohio,OH,Clark,Clark-OH,5,138333
Utah,UT,Washington,Washington-UT,3.966666667,138115
Indiana,IN,Monroe,Monroe-IN,4.866666667,137974
Texas,TX,Ector,Ector-TX,4.616666667,137130
South Carolina,SC,Florence,Florence-SC,6.583333333,136885
Texas,TX,Midland,Midland-TX,3.475,136872
Pennsylvania,PA,Fayette,Fayette-PA,7.258333333,136606
South Carolina,SC,Dorchester,Dorchester-SC,5.441666667,136555
California,CA,Napa,Napa-CA,4.616666667,136484
Michigan,MI,Calhoun,Calhoun-MI,0.875,136146
Illinois,IL,Tazewell,Tazewell-IL,6.308333333,135394
New York,NY,Chautauqua,Chautauqua-NY,6.141666667,134905
California,CA,Humboldt,Humboldt-CA,5.641666667,134623
Arizona,AZ,Coconino,Coconino-AZ,6.558333333,134421
North Carolina,NC,Robeson,Robeson-NC,8.475,134168
Wisconsin,WI,Marathon,Marathon-WI,4.058333333,134063
North Carolina,NC,Orange,Orange-NC,4.6,133801
Pennsylvania,PA,Lebanon,Lebanon-PA,4.391666667,133568
Wisconsin,WI,Washington,Washington-WI,3.783333333,131887
Indiana,IN,Madison,Madison-IN,5.616666667,131636
New Mexico,NM,Sandoval,Sandoval-NM,6.716666667,131561
Texas,TX,Guadalupe,Guadalupe-TX,3.55,131533
Texas,TX,Taylor,Taylor-TX,3.691666667,131506
Texas,TX,Wichita,Wichita-TX,4.316666667,131500
Arizona,AZ,Cochise,Cochise-AZ,7.416666667,131346
Massachusetts,MA,Berkshire,Berkshire-MA,5.566666667,131219
Iowa,IA,Black Hawk,Black Hawk-IA,4.5,131090
Iowa,IA,Johnson,Johnson-IA,2.6,130882
New Mexico,NM,San Juan,San Juan-NM,7.041666667,130044
Minnesota,MN,Scott,Scott-MN,3.133333333,129928
Virginia,VA,Stafford,Stafford-VA,4.475,128961
New Jersey,NJ,Hunterdon,Hunterdon-NJ,4.1,128349
Pennsylvania,PA,Blair,Blair-PA,5,127089
Rhode Island,RI,Washington,Washington-RI,5.475,126979
Arkansas,AR,Sebastian,Sebastian-AR,5.008333333,125744
Ohio,OH,Wood,Wood-OH,4.291666667,125488
Minnesota,MN,Wright,Wright-MN,3.675,124700
Ohio,OH,Richland,Richland-OH,5.558333333,124475
Oklahoma,OK,Comanche,Comanche-OK,4.2,124098
New Hampshire,NH,Strafford,Strafford-NH,3.125,123143
Tennessee,TN,Blount,Blount-TN,5.291666667,123010
Tennessee,TN,Washington,Washington-TN,5.733333333,122979
North Carolina,NC,Wayne,Wayne-NC,6.1,122623
Virginia,VA,Spotsylvania,Spotsylvania-VA,4.608333333,122397
Maine,ME,Kennebec,Kennebec-ME,4.225,122151
New York,NY,Oswego,Oswego-NY,7.216666667,122109
Texas,TX,Gregg,Gregg-TX,4.966666667,121730
Texas,TX,Potter,Potter-TX,3.366666667,121073
Texas,TX,Grayson,Grayson-TX,4,120877
Texas,TX,Randall,Randall-TX,2.933333333,120725
Alabama,AL,Morgan,Morgan-AL,5.825,119490
South Carolina,SC,Pickens,Pickens-SC,5.758333333,119224
Kentucky,KY,Boone,Boone-KY,4.183333333,118811
Alabama,AL,Calhoun,Calhoun-AL,6.975,118572
Connecticut,CT,Windham,Windham-CT,6.208333333,118428
Indiana,IN,Delaware,Delaware-IN,5.675,117671
Missouri,MO,Jasper,Jasper-MO,4.25,117404
Texas,TX,Parker,Parker-TX,4.166666667,116927
Washington,WA,Skagit,Skagit-WA,6.666666667,116901
Oregon,OR,Linn,Linn-OR,6.891666667,116672
Pennsylvania,PA,Mercer,Mercer-PA,5.308333333,116638
New York,NY,Jefferson,Jefferson-NY,6.766666667,116229
Pennsylvania,PA,Lycoming,Lycoming-PA,5.866666667,116111
Oklahoma,OK,Canadian,Canadian-OK,3.466666667,115541
Wisconsin,WI,Sheboygan,Sheboygan-WI,3.816666667,115507
Illinois,IL,Kendall,Kendall-IL,5.125,114736
North Carolina,NC,Harnett,Harnett-NC,6.733333333,114678
Wisconsin,WI,La Crosse,La Crosse-WI,3.908333333,114638
Ohio,OH,Wayne,Wayne-OH,3.933333333,114520
Tennessee,TN,Wilson,Wilson-TN,4.675,113993
Illinois,IL,La Salle,La Salle-IL,7.016666667,113924
Kentucky,KY,Warren,Warren-KY,4.591666667,113792
Illinois,IL,Kankakee,Kankakee-IL,6.825,113449
Arkansas,AR,Faulkner,Faulkner-AR,4.85,113237
Utah,UT,Cache,Cache-UT,2.983333333,112656
Indiana,IN,LaPorte,LaPorte-IN,6.241666667,111467
Michigan,MI,Allegan,Allegan-MI,0.666666667,111408
Kansas,KS,Douglas,Douglas-KS,3.691666667,110826
Illinois,IL,Macon,Macon-IL,7.1,110768
Indiana,IN,Clark,Clark-IN,4.466666667,110232
Texas,TX,Tom Green,Tom Green-TX,4.133333333,110224
Montana,MT,Missoula,Missoula-MT,3.858333333,109299
New Jersey,NJ,Warren,Warren-NJ,5.225,108692
Texas,TX,Comal,Comal-TX,3.725,108472
New York,NY,Ontario,Ontario-NY,4.8,107931
Indiana,IN,Vigo,Vigo-IN,6.125,107848
Ohio,OH,Columbiana,Columbiana-OH,5.891666667,107841
Michigan,MI,Bay,Bay-MI,0.925,107771
Michigan,MI,Eaton,Eaton-MI,0.75,107759
Maine,ME,Androscoggin,Androscoggin-ME,4.133333333,107702
Oregon,OR,Douglas,Douglas-OR,7.658333333,107667
South Carolina,SC,Sumter,Sumter-SC,6.85,107456
